order_id,symbol,side,qty,price,fee,liquidity,timestamp,reduce_only,slippage,realized_pnl,metadata
905636b0-1994-4802-9387-e851101fca8c,NEARUSDT,Buy,80.9,3.0882348,0.13741100742600001,taker,2025-05-23 09:05:00+00:00,False,0.09989531999998046,0.0,"{'strategy': 'live_indicator_adapter', 'signal_reason': 'signal_confirmed', 'signal_details': {'ma7': 3.0772857142857144, 'ma14': 3.0627142857142857, 'ma28': 3.0587142857142853, 'mavol_fast': 90597.45555555623, 'mavol_slow': 80191.14444444435, 'volume': 195403.9, 'volume_ratio': 1.1297688314988605, 'volume_spike_ratio': 2.4367266654408946, 'adx': 25.273052365249175, 'di_plus': 23.040849569534544, 'di_minus': 15.104171836607271, 'close': 3.087, 'signal': 'LONG'}, 'htf_reason': 'htf_trend_confirmed', 'htf_details': {'ma7': 3.092428571428571, 'ma14': 3.078928571428571, 'ma28': 3.04325, 'adx': 30.728551966919945, 'di_plus': 22.56357977253449, 'di_minus': 17.573134681152116, 'open': 3.042, 'close': 3.092, 'trend': 'LONG'}, 'score_details': {'score': 35.145597762770485, 'adx': 25.273052365249175, 'volume_ratio': 2.4367266654408946, 'ma_separation_pct': 0.6071645415907894, 'rr_ratio': 1.45, 'adx_points': 5.273052365249175, 'volume_points': 21.55089998161342, 'ma_points': 6.071645415907893, 'rr_points': 2.25}, 'signal_row': {'open': 3.092, 'high': 3.092, 'low': 3.08, 'close': 3.087, 'volume': 195403.9, 'turnover': 602998.3431, 'ma7': 3.0772857142857144, 'ma14': 3.0627142857142857, 'ma28': 3.0587142857142853, 'mavol_fast': 90597.45555555623, 'mavol_slow': 80191.14444444435, 'volume_ratio': 1.1297688314988605, 'volume_spike_ratio': 2.4367266654408946, 'rsi': 61.20674143757114, 'di_plus': 23.040849569534544, 'di_minus': 15.104171836607271, 'adx': 25.273052365249175, 'atr': 0.012880353626517377, 'atr_pct': 0.00417245015436261}, 'side': 'LONG', 'risk_amount': 2.2894700000000174, 'pretrade_exit_plan': {'stop_loss': 3.0587, 'take_profit': 3.1281, 'risk_distance': 0.028300000000000214, 'reward_distance': 0.04109999999999969, 'risk_reward': 1.452296819787964}, 'entry_price_hint': 3.087, 'create_bracket': True, 'leverage': 2.0, 'liquidation_price_estimate': 1.5589350000000002, 'portfolio_heat_after': 2.2894700000000174, 'atr_pct': 0.00417245015436261}"
79c02a6e-3f76-4286-bdd9-1e52cf7c09fd,SAGAUSDT,Buy,427.0,0.40526204,0.095175790094,taker,2025-05-23 10:25:00+00:00,False,0.06919107999998908,0.0,"{'strategy': 'live_indicator_adapter', 'signal_reason': 'signal_confirmed', 'signal_details': {'ma7': 0.3976285714285714, 'ma14': 0.39704999999999996, 'ma28': 0.39344285714285715, 'mavol_fast': 147827.80000000013, 'mavol_slow': 92998.24999999993, 'volume': 843734.3, 'volume_ratio': 1.5895761479382704, 'volume_spike_ratio': 9.072582548596353, 'adx': 26.319876405253115, 'di_plus': 41.37662741512647, 'di_minus': 13.416506818570246, 'close': 0.4051, 'signal': 'LONG'}, 'htf_reason': 'htf_trend_confirmed', 'htf_details': {'ma7': 0.3927, 'ma14': 0.38195000000000007, 'ma28': 0.3717214285714286, 'adx': 38.818603391701004, 'di_plus': 28.885680849866358, 'di_minus': 14.018642257632687, 'open': 0.3919, 'close': 0.3966, 'trend': 'LONG'}, 'score_details': {'score': 49.20856054889338, 'adx': 26.319876405253115, 'volume_ratio': 9.072582548596353, 'ma_separation_pct': 1.0638684143640267, 'rr_ratio': 1.4499999999999997, 'adx_points': 6.319876405253115, 'volume_points': 30.0, 'ma_points': 10.638684143640267, 'rr_points': 2.2499999999999987}, 'signal_row': {'open': 0.3963, 'high': 0.4089, 'low': 0.3961, 'close': 0.4051, 'volume': 843734.3, 'turnover': 340812.95448, 'ma7': 0.3976285714285714, 'ma14': 0.39704999999999996, 'ma28': 0.39344285714285715, 'mavol_fast': 147827.80000000013, 'mavol_slow': 92998.24999999993, 'volume_ratio': 1.5895761479382704, 'volume_spike_ratio': 9.072582548596353, 'rsi': 67.453232052728, 'di_plus': 41.37662741512647, 'di_minus': 13.416506818570246, 'adx': 26.319876405253115, 'atr': 0.003696804173303699, 'atr_pct': 0.00912565829006097}, 'side': 'LONG', 'risk_amount': 4.995899999999995, 'pretrade_exit_plan': {'stop_loss': 0.3934, 'take_profit': 0.4221, 'risk_distance': 0.011699999999999988, 'reward_distance': 0.01699999999999996, 'risk_reward': 1.452991452991451}, 'entry_price_hint': 0.4051, 'create_bracket': True, 'leverage': 2.0, 'liquidation_price_estimate': 0.20457550000000002, 'portfolio_heat_after': 7.385265319999993, 'atr_pct': 0.00912565829006097}"
0e372cab-bf94-4adf-b82d-5a39136647a6,NEARUSDT,Sell,80.9,3.0568647799999997,0.13601519838610002,taker,2025-05-23 11:05:00+00:00,True,0.1484692980000201,-2.811260823812118,"{'position_side': 'LONG', 'risk_amount': 2.389365319999998, 'exit_plan': {'stop_loss': 3.0587, 'take_profit': 3.1311, 'risk_distance': 0.029534799999999972, 'reward_distance': 0.04286520000000005, 'risk_reward': 1.4513455313731627}, 'source_entry_order': '905636b0-1994-4802-9387-e851101fca8c', 'exit_reason': 'stop_loss'}"
b3086a3e-9af1-4cfa-9fb5-0f712c788c49,SAGAUSDT,Sell,213.5,0.4225,0.01804075,maker,2025-05-23 11:15:00+00:00,True,0.0,3.6146758149529994,"{'position_side': 'LONG', 'risk_amount': 5.065091079999984, 'exit_plan': {'stop_loss': 0.3934, 'take_profit': 0.4225, 'risk_distance': 0.011862039999999963, 'reward_distance': 0.017237959999999997, 'risk_reward': 1.453203664799651}, 'source_entry_order': '79c02a6e-3f76-4286-bdd9-1e52cf7c09fd', 'exit_reason': 'take_profit_1'}"
81f4398b-1579-4e0b-a159-438d047486c2,SAGAUSDT,Sell,213.5,0.39316396000000003,0.04616727800300001,taker,2025-05-23 11:50:00+00:00,True,0.05039453999999849,-2.6766952530499903,"{'position_side': 'LONG', 'risk_amount': 5.065091079999984, 'exit_plan': {'stop_loss': 0.3934, 'take_profit': 0.4225, 'risk_distance': 0.011862039999999963, 'reward_distance': 0.017237959999999997, 'risk_reward': 1.453203664799651}, 'source_entry_order': '79c02a6e-3f76-4286-bdd9-1e52cf7c09fd', 'exit_reason': 'stop_loss'}"
8196b2d0-346b-44ff-a364-df0b5690a924,SAGAUSDT,Buy,125.8,0.42597032,0.0294728864408,taker,2025-05-23 14:55:00+00:00,False,0.0214262560000002,0.0,"{'strategy': 'live_indicator_adapter', 'signal_reason': 'signal_confirmed', 'signal_details': {'ma7': 0.4167, 'ma14': 0.41218571428571427, 'ma28': 0.40735, 'mavol_fast': 368031.4777777779, 'mavol_slow': 319268.9833333333, 'volume': 797678.1, 'volume_ratio': 1.1527316995698704, 'volume_spike_ratio': 2.4984515929854134, 'adx': 31.809300861083578, 'di_plus': 34.69030001177291, 'di_minus': 8.543586560605727, 'close': 0.4258, 'signal': 'LONG'}, 'htf_reason': 'htf_trend_confirmed', 'htf_details': {'ma7': 0.39955714285714283, 'ma14': 0.3934, 'ma28': 0.3782821428571429, 'adx': 40.841268843156946, 'di_plus': 32.78782519152074, 'di_minus': 12.476276180598209, 'open': 0.398, 'close': 0.412, 'trend': 'LONG'}, 'score_details': {'score': 56.536074755864774, 'adx': 31.809300861083578, 'volume_ratio': 2.4984515929854134, 'ma_separation_pct': 2.2953234319381433, 'rr_ratio': 1.45, 'adx_points': 11.809300861083578, 'volume_points': 22.4767738947812, 'ma_points': 20.0, 'rr_points': 2.25}, 'signal_row': {'open': 0.4256, 'high': 0.4319, 'low': 0.4243, 'close': 0.4258, 'volume': 797678.1, 'turnover': 341939.04772, 'ma7': 0.4167, 'ma14': 0.41218571428571427, 'ma28': 0.40735, 'mavol_fast': 368031.4777777779, 'mavol_slow': 319268.9833333333, 'volume_ratio': 1.1527316995698704, 'volume_spike_ratio': 2.4984515929854134, 'rsi': 71.00420235549254, 'di_plus': 34.69030001177291, 'di_minus': 8.543586560605727, 'adx': 31.809300861083578, 'atr': 0.006260552774126306, 'atr_pct': 0.014703036106449756}, 'side': 'LONG', 'risk_amount': 4.989450000000004, 'pretrade_exit_plan': {'stop_loss': 0.4073, 'take_profit': 0.4527, 'risk_distance': 0.018500000000000016, 'reward_distance': 0.02689999999999998, 'risk_reward': 1.4540540540540516}, 'entry_price_hint': 0.4258, 'create_bracket': True, 'leverage': 2.0, 'liquidation_price_estimate': 0.215029, 'portfolio_heat_after': 4.989450000000004, 'atr_pct': 0.014703036106449756}"
8196b2d0-346b-44ff-a364-df0b5690a924,SAGAUSDT,Buy,143.8,0.42567019999999994,0.033666256118000004,taker,2025-05-23 15:00:00+00:00,False,0.024474759999993347,0.0,"{'strategy': 'live_indicator_adapter', 'signal_reason': 'signal_confirmed', 'signal_details': {'ma7': 0.4167, 'ma14': 0.41218571428571427, 'ma28': 0.40735, 'mavol_fast': 368031.4777777779, 'mavol_slow': 319268.9833333333, 'volume': 797678.1, 'volume_ratio': 1.1527316995698704, 'volume_spike_ratio': 2.4984515929854134, 'adx': 31.809300861083578, 'di_plus': 34.69030001177291, 'di_minus': 8.543586560605727, 'close': 0.4258, 'signal': 'LONG'}, 'htf_reason': 'htf_trend_confirmed', 'htf_details': {'ma7': 0.39955714285714283, 'ma14': 0.3934, 'ma28': 0.3782821428571429, 'adx': 40.841268843156946, 'di_plus': 32.78782519152074, 'di_minus': 12.476276180598209, 'open': 0.398, 'close': 0.412, 'trend': 'LONG'}, 'score_details': {'score': 56.536074755864774, 'adx': 31.809300861083578, 'volume_ratio': 2.4984515929854134, 'ma_separation_pct': 2.2953234319381433, 'rr_ratio': 1.45, 'adx_points': 11.809300861083578, 'volume_points': 22.4767738947812, 'ma_points': 20.0, 'rr_points': 2.25}, 'signal_row': {'open': 0.4256, 'high': 0.4319, 'low': 0.4243, 'close': 0.4258, 'volume': 797678.1, 'turnover': 341939.04772, 'ma7': 0.4167, 'ma14': 0.41218571428571427, 'ma28': 0.40735, 'mavol_fast': 368031.4777777779, 'mavol_slow': 319268.9833333333, 'volume_ratio': 1.1527316995698704, 'volume_spike_ratio': 2.4984515929854134, 'rsi': 71.00420235549254, 'di_plus': 34.69030001177291, 'di_minus': 8.543586560605727, 'adx': 31.809300861083578, 'atr': 0.006260552774126306, 'atr_pct': 0.014703036106449756}, 'side': 'LONG', 'risk_amount': 4.989450000000004, 'pretrade_exit_plan': {'stop_loss': 0.4073, 'take_profit': 0.4527, 'risk_distance': 0.018500000000000016, 'reward_distance': 0.02689999999999998, 'risk_reward': 1.4540540540540516}, 'entry_price_hint': 0.4258, 'create_bracket': True, 'leverage': 2.0, 'liquidation_price_estimate': 0.215029, 'portfolio_heat_after': 4.989450000000004, 'atr_pct': 0.014703036106449756}"
baaac831-8cfa-4771-ae11-500e75c33faf,NEARUSDT,Sell,85.7,2.9118348,0.13724933329800001,taker,2025-05-23 16:25:00+00:00,False,0.09985763999999807,0.0,"{'strategy': 'live_indicator_adapter', 'signal_reason': 'signal_confirmed', 'signal_details': {'ma7': 2.9145714285714286, 'ma14': 2.931785714285714, 'ma28': 2.940607142857143, 'mavol_fast': 195916.00000000067, 'mavol_slow': 160055.03888888878, 'volume': 232233.1, 'volume_ratio': 1.2240539339471017, 'volume_spike_ratio': 1.4509577556081674, 'adx': 22.48738859733341, 'di_plus': 12.361737513180618, 'di_minus': 32.043971993243325, 'close': 2.913, 'signal': 'SHORT'}, 'htf_reason': 'htf_trend_confirmed', 'htf_details': {'ma7': 2.976714285714286, 'ma14': 3.0345714285714287, 'ma28': 3.0430357142857143, 'adx': 28.21769769411432, 'di_plus': 19.648578452344672, 'di_minus': 31.648761034405428, 'open': 2.953, 'close': 2.915, 'trend': 'SHORT'}, 'score_details': {'score': 20.355611642290697, 'adx': 22.48738859733341, 'volume_ratio': 1.4509577556081674, 'ma_separation_pct': 0.8853856710834773, 'rr_ratio': 1.45, 'adx_points': 2.4873885973334104, 'volume_points': 6.764366334122512, 'ma_points': 8.853856710834773, 'rr_points': 2.25}, 'signal_row': {'open': 2.889, 'high': 2.916, 'low': 2.889, 'close': 2.913, 'volume': 232233.1, 'turnover': 673638.3623, 'ma7': 2.9145714285714286, 'ma14': 2.931785714285714, 'ma28': 2.940607142857143, 'mavol_fast': 195916.00000000067, 'mavol_slow': 160055.03888888878, 'volume_ratio': 1.2240539339471017, 'volume_spike_ratio': 1.4509577556081674, 'rsi': 42.716239287084385, 'di_plus': 12.361737513180618, 'di_minus': 32.043971993243325, 'adx': 22.48738859733341, 'atr': 0.01782324058128802, 'atr_pct': 0.006118517192340549}, 'side': 'SHORT', 'risk_amount': 2.3766600000000238, 'pretrade_exit_plan': {'stop_loss': 2.9407, 'take_profit': 2.8728, 'risk_distance': 0.02770000000000028, 'reward_distance': 0.040200000000000014, 'risk_reward': 1.451263537906123}, 'entry_price_hint': 2.913, 'create_bracket': True, 'leverage': 2.0, 'liquidation_price_estimate': 4.354935, 'portfolio_heat_after': 5.018294760000016, 'atr_pct': 0.006118517192340549}"
9dcb399d-15b8-4adb-ab6f-24dd159a96c3,NEARUSDT,Buy,85.7,2.94246442,0.13869306043670002,taker,2025-05-23 17:00:00+00:00,True,0.15121079399998003,-2.900900827734702,"{'position_side': 'SHORT', 'risk_amount': 2.4737476400000222, 'exit_plan': {'stop_loss': 2.9407, 'take_profit': 2.8699, 'risk_distance': 0.028865200000000257, 'reward_distance': 0.04193479999999994, 'risk_reward': 1.452780510788062}, 'source_entry_order': 'baaac831-8cfa-4771-ae11-500e75c33faf', 'exit_reason': 'stop_loss'}"
e73f9fe3-89e9-41d3-b85e-a0bc75f8a479,SAGAUSDT,Sell,125.8,0.40705561999999995,0.0281641783478,taker,2025-05-23 20:35:00+00:00,True,0.030743004000005535,-2.4169573305180445,"{'position_side': 'LONG', 'risk_amount': 2.348726256000002, 'exit_plan': {'stop_loss': 0.4073, 'take_profit': 0.4531, 'risk_distance': 0.018670320000000018, 'reward_distance': 0.02712967999999999, 'risk_reward': 1.4530913235552452}, 'source_entry_order': '8196b2d0-346b-44ff-a364-df0b5690a924', 'exit_reason': 'stop_loss'}"
